review_body;Results;Value
Im großen und ganzen eine tolle Sache. Einen Punkt abzug gibt es für die Größe der Stempelfläche. Und einen Punkt abzug gibt es für die Handhabung. Man darf nicht zu sehr auf den Stempel drücken sonst wird das Ergebnis schlecht.;3;
"Wir haben diese ""Anlage"" schnellstmöglich zurück gesendet... Keinen vernünftigen Klang und sieht auch schlecht verarbeitet aus. Sohnemann war sehr enttäuscht.";3;
"....ABER (es gibt ja meistens ein ""aber""), kam natürlich nicht unbeschädigt an...habe ich nicht sofort gesehen, leider. Eine ""Birne"" geht nicht, bleibt dunkel. Gleich bei der ersten Inbetriebnahme....das ist natürlich schade. Sie lassen sich ja auch gar nicht austauschen, glaube ich. Wäre schön, wenn es mehr hochwertige Produkte gäbe, die nicht ständig kleine oder grösere Mängel haben. Das kommt nicht ganz so oft vor..";3;
Saugleistung ist eigentlich nicht zufriedenstellend. Die Bürste schiebt den Dreck nur hin und her, haare bleiben auf den Polster richtig kleben und müssen per Hand entfernt werden. Kleine Blätter fallen! wieder aus den Sauger vorne raus, immer wieder bis es endlich im Inneren landet. Der Schlauch verliert über die Länge komplett die Saugleistung und kaum zu gebrauchen. Nur der schmale kommt in etwa soweit durch, dass Krümmel usw aufgesaugt werden. Ich bin wirklich nicht zufrieden damit. Werd ich wahrscheinlich Umtauschen und wohl 10€ drauf legen für etwas besseres;3;
Es lauft gut wenn es ist voll und noch warm, nach ca.1 stunde, die Kartusche kalt werden, und die Druck darin ist gering, und die Feuer sehr weich werden. Nicht so gut.;3;
Wirklich nichts besonderes.. Da fehlt mir die geschmacksnote..;3;
Das Zelt ist ausreichend für eine Familie mit 3 Kindern. Preis Leistung ist völlig in Ordnung. Leider wurde das Zelt 3 mal defekt angeliefert. ( Ein mal war es eine Rückware einer anderen Person) Zum Verkäufer ist jedoch zu sagen das eine erneute Lieferung recht zügig angekommen ist.;3;
"Funktioniert wie angegeben. - Aber: Je Hemd braucht man ca. 30 Minuten, dann sollte das Hemd aber vorher feucht sein, damit wenig Falten bleiben. Will man somit mehrere Hemden ""bügeln"" sind die nächsten dann schon fast selbst getrocknet und somit haben diese schon Falten, die dieses Gerät auch nicht entfernen kann. Somit nur bedingt einsetzbar...";3;
Leider sind die Farben 1-3 unzureichend wie schon von vielen bemängelt . Irgendwie ist es aber auch nicht möglich per E-Mail mit denn verkäufer Kontakt aufzunehmen. Schade für dieses schöne Bild;3;
Produktqualität gut, Produktmenge und Verkaufspreis nicht gerechtfertigt, unangemessen;3;
+ sehr einfache Bedienung + vielseitig verwendbar + Flaschen verkratzen nicht - baut sehr hoch - Halterung kaum verschiebbar Ich wollte an meinem Fahrrad (kleiner MTB-Rahmen) zwei Flaschenhalter montieren. Dies war leider nicht möglich, da sich die beiden Flaschen im Weg umgehen. Dies liegt zum einen daran, dass durch die Halterungen der Platzbedarf recht hoch ist (die Flaschen haben dann einen großen Abstand zu den Rohren), zum anderen ist die Schraubhalterung in der Höhe nur 1/2 cm verschiebbar.;3;
Qualität nicht schlecht. Könnte aber günstiger sein...;3;
Klein aber denke es dient dem Zweck. Für die Preis will ich gar nicht meckern.;3;
Ich habe die Lichter im November 2018 gekauft. Total Klasse! Sie sorgen für eine tolle Sicht und ein gutes Gefühl. Nur leider funktioniert eines einfach nicht mehr und das andere ist defekt, da es beim Zusammenklappen des Wagens abgefallen ist.;3;
Die Zusammenarbeit mit Pearl war gut. DHL allerdings, hat versagt. Das Paket wurde bei der Post abgegeben, 150 Meter von der Lieferadresse entfernt. Solange sich Pearl an DHL hält, werde ich dort nicht mehr bestellen. DHL ist bekannt dafür, nicht ordentlich zu arbeiten. Ich hatte dadurch außerordentliche Umstände. Wie das Gerät selbst arbeitet, werde ich in einer gesonderten Rezension bekannt geben.;3;
Hab sie verschenkt. Freude war gross. Sieht gut aus. Leider jetz nach 3 Monate der Knopf an der Seite zum anschalten, funkzuniert nicht mehr. Schade.;3;
Vollgas geht nicht, es dreht sich sofort um, leider kann man so die Geschwindigkeit nicht ausnützen. Die Lichter sind toll, auch das es beidseitig fahren kann auch, nur nicht auf Vollgas eben, ansonsten is es sehr schnell. Aufladezeit ist fast gleich wie die Fahrzeit, also kein langes Vergnügen.;3;
Lieferung kam schnell an, jedoch war auf meinem Stecker eine klebrige Substanz! Wollte es fast zurückschicken, habs aber mit etwas Mühe etwas sauberer bekommen, dafür gibts Punkteabzug.;3;
die Deckkraft lässt schon sehr zu wünschen übrig. Hier hatte ich mehr erwartet.;3;
Ein wirklich großer, sehr großer Sitzsack, auf dem 2 Erwachsene gut Platz finden. Mann/Frau sitzt wie auf einer Wolke. Aber: die Verpackung war schlampig, das Auspacken schwierig und ein Tipp: achtet darauf, dass nicht HERMES liefert. Da warten wir bis heute auf unseren 2. Sitzsack (einer war dann doch zu wenig auf Dauer). Wir werden vorerst auch nicht mehr bei Amazon bestellen. Laut Angaben von Amazon sollte der 2. Sitzsack am 29.5. kommen (kam aber nicht), laut Hermes Sendungsverfolgung kommt der Sitzsack evtl. am 1. Juni. Toll! Und das als Prime-Kunde!;3;
Leider geht die Klappe sehr leicht auf gerade wenn man das Handy aus der Hosentasche ziehen möchte geht die Klappe auf. Das ist ziemlich nervig.;3;
"Die Werkzeuge sind bis auf eine Ausnahme ok. Die Klinge der kleineren ""Säge"" ist zu dünn bzw. zu weich; für den Preis darf man wohl auch nicht mehr erwarten. Alles in allem bin ich aber zufrieden.";3;
Schon nach weniger als zwei Jahren zeigen sich deutliche Abnutzungserscheinungen. Das gravierendste Problem betrifft die Gummisohle, die mittlerweile hart und glatt geworden ist. Damit rutscht der Schuh sowohl auf Parkett, als auch auf Fliesen. Gerade bei Treppen ist das sehr unangenehm. Dann hat die Korkschicht Risse bekommen, was zu verschmerzen wäre, wenn sich der darüber liegende Filz nicht davon gelöst hätte (siehe Bilder anbei). Insgesamt lässt mich die geringe Haltbarkeit des Schuhs an der Überlegenheit eines Markenprodukts zweifeln.;3;
"Tut seine Dinge, nur direkt klemmt der an und aus Knopf, deswegen 3 Sterne, ansonsten top, ohne daß klemmen des ein und aus Knopfes 5 volle Sterne ;)";3;
An für sich ein schönes Spielzeug. Leider ist das Verbindungsteil von der Lok zum Anhänger beschädigt. Sehr ärgerlich, aber mein Kleiner liebt es und rückt es zum Umtausch nicht wieder heraus. War ein Weihnachtsgeschenk und leider wurde es erst beim Auspacken festgestellt.;3;
Heute ist das Paket angekommen, der Tunnel lässt sich nicht ausklappen, schade wäre ein schönes Spielzeug gewesen;3;
Typisch amerikanisch wird ein Fallbeispiel ans andere gehängt und es ist viel Selbstbeweihräucherung dabei... immerhin leicht zu lesen, aber der praktische Erkenntnisgewinn ist gering und man merkt, dass Herr Navarro ein Autodidakt auf seinem Gebiet ist.;3;
Da hätte man sicher mehr machen können. Echt wenig Story und Ideen für die sich bietenden Möglichkeiten.;3;
Super leicht und super verarbeitet. Als Sonnenschutz kann das Tarp prima verwendet werden. Durch die Form ist es allerdings bei Regen mit Wind nicht wirklich zu gebrauchen. Ich habe dazu die Amazonas Moskito Traveller Thermo Hängematte. Beides zusammen sieht super aus und ist ohne Regen mit Wind auch eine gute Kombination. Allerdings werde ich, wenn Regen angesagt ist, ein größeres, rechteckiges Tarp einpacken;3;
Sehr zerknittert und lassen sich kaum wieder in ihre ursprüngliche Form bringen.;3;
Nachdem mein Armband an meiner Vivosmart HR gerissen ist habe ich dieses Band als schnelles Ersatzteil geordert. Die Lieferung erfolgte wie angegeben. Das Armband ließ sich schnell und einfach montieren, das mitgelieferte Werkzeug passte bei mir 100 %ig. Das Armband selbst erfüllt seinen Zweck, ist aber nicht ganz passgenau. Für einen Übergang reicht es erst mal. Ich bin aber nicht davon überzeugt, dass es so lange hält wie ein Originalarmband. Das habe ich aber für den Preis auch nicht erwartet. Er nach einer günstigen und schnellen Alternative sucht ist hiermit gut bedient.;3;
Gutes Licht aber viel zu schnell durchgebrannt..;3;
Es nutzt die beste Hazet-Zange nichts, wenn man schrottige Nieten hat. Mir ist jedenfalls bei jeder 2. Novus-Niete zu früh der Stift abgegangen.;3;
Passt wie angegossen. Qualität überzeugt obwohl es so dünn ist. Klare Kaufempfehlung. Der Preis ist für so wenig Plastik aber frech. Nach einiger Zeit leider die Hülle aus...noch einen Stern Abzug.;3;
Artikel tut was er soll ...........nur die Montage mit den Klettbändern hält nicht sehr gut, zumindest auf dem schmalen Gepäckträger meiner Freundin. Gut verarbeitet, .... gute Haptik...... Preis - Leistung +++ Viel Spass mit dem Artikel!;3;
Schwarz-gelb ist das höchste der Gefühle!!! Zum Trikot: Es macht nicht den Eindruck wirklich ein Original zu sein. Die Etiketten waren zwar alle dran, aber wenn ich das Shirt mit meinen älteren vergleiche, dann wirkt dieses minderwertiger. Ich bin gespannt, wie es nach dem ersten Waschen aussehen wird. Ich befürchte, dass die Form/Struktur sowie die Aufdrucke leiden wird.;3;
Habe direkt zwei bestellt eine für eine freund und eine für mich . Die schlaufen wirken gut verarbeitet und sehen auch sehr gut aus aber leider fehlen die dazu gehörigen montage schrauben die laut Beschreibung im lieferumfang enthalten sein sollten ! Deswegen leider nur drei sterne wegen dem extra aufwand !;3;
Zum verkleben von Glas ist das Silikon super, aber zum verkleben mit Acryl zeigt es seine schwächen. Hier hält die Klebenaht leider nicht so lange.;3;
Einbau erklärt sich von selber. Unzufrieden war ich das das beiliegende Kabel zum Radio zu kurz ist bei einem t5 reicht das nicht aus. Bild ist gut.;3;
Der Filz ist schön weich, allerdings wollte ich gerne daraus Taschen nähen und dafür ist er nicht dick genung, ich denke 3mm sind es leider nicht.;3;
Guten Tag leider ist mir der spanner einer Kette kaputt gegangen nach 3ter benutzung;3;
Die kleine Sackkarre ist technisch in Ordnung. Leicht und einfach zusammen klappbar. Allerdings bin ich von dem sehr unangenehmen und starken Geruch überrascht. Werde sie daher erst einmal draußen stehen lassen. Hoffe der Geruch legt sich dann.;3;
Hobel ist ok. Aber die abgebildete Schere waren nicht dabei. Die gehören zum Produkt. Deswegen 2 Sterne abzug.;3;
Schöne Hülle leider ohne Magnet und schon nach wenigen Wochen etwas „ausgeleiert“;3;
Qualität ist etwas anderes, aber für den Preis kann man nicht mehr erwarten. Deshalb bewegt sich das Ganze noch im akzeptablen Bereich.;3;
Wo ist der Brötchenaufsatz? Egal... der Toaster ist nicht gut verarbeitet und für diesen Preis sollte man lieber ein paar Euro rauflegen und sich ein hochwertigeren Toaster kaufen. Werde ich definitiv nicht noch einmal kaufen;3;
"Haben das Gerät fürs Büro (bis zu 10 Leute) gekauft, für Salate etc. Einerseits ist der Dicer ok, die Schneiden sind sehr scharf und bisher hat auch alles gut geklappt, andererseits braucht man ihn nicht, wenn man mit einem Kochmesser umgehen kann. Man muß ja immer noch vorschneiden, damit das Schneidgut aufgelegt werden kann - ich bin dann mit dem Küchenmesser kaum langsamer; allerdings bin ich nicht so gleichmäßig. Preis/Leistung ist OK, wenn man so ein Gerät braucht.";3;
sehr handliche Fernbedienung, klares Design, große Druckpunkte, kleine Fernbedienung. Eigentlich ut durchdacht. Leider macht die Fernbedienung nicht dass, was in der Gebrauchsanweisung steht. Wenn ich die Tastenkombinationen zur Programierung in der richtigen Reihenfolge gedrückt habe, macht die Fernbedienung zur Hälfte das was sie soll, Lichtsignal blinkt, Tor öffnet sich nicht. Sollte unser Techniker das gegen die Erwartung, noch hinbekommen, werd ich berichten und ggf. die Punkte korrigieren.;3;
Eigentlich eine gute Idee da sie unsichtbar sind. Jetzt kommt das aber. Beim Hände waschen lösen sie sich ab,und man hat ja nicht immer welche einstecken um sie zu erneuern.;3;
Wie im Titel: die Hose gefällt und ist angenehm zu tragen beim Sport. Leider lässt die Verarbeitung zu wünschen übrig und die Naht bei den Taschen beginnt bereits nach zweimaligem Tragen von ober her einzureissen. Hier bin ich leider ein wenig enttäuscht, denn bis jetzt bin ich mit anderen Shorts von TCA (Kompressionsshorts) schon sehr lange sehr zufrieden.;3;
Die Bräunung ist mir leider zu schwach;3;
Leider war das Kabel nach zwei Monaten defekt, wir haben jedoch von Amazon gleich kostenlosen Ersatz bekommen.;3;
Druck ist sehr schön. Auf einen Sahnekuchen lässt es sich aber nicht schneiden. Daher nur bedingt emphelenswert. Daher mussten wir es zum Kuchen schneiden abnehmen. Messer war sehr scharf. An dem kanns nicht liegen.;3;
schneller lieferung voll zufrieden;3;
Sehr gute und schöne Idee ?? leider nur wenige Rezepte. Würde mir mehr wünschen.;3;
An sich schöne Körbe, leider nach zwei maliger Benutzung schon Rost dran und defekt, sehr schade!!!;3;
"Conditioner ist sehr flüssig; man braucht mindestens doppelt so viel. Geruch is zu start, wie Kinder Shampoo, richt nach Erdbeeren.";3;
Schade, das Netzteil funktioniert einwandfrei, aber das Micro-USB Kabel ist defekt. Mit dem Kabel kann ich 3 Geräte nicht laden. Kabel getauscht gegen eines aus der Wühlkiste: Ladegerät problemlos.;3;
sehr schöne ringe, grösse war gut ,aber ich hab sie zurück geschickt da wir uns für ein anderes paar entschieden haben.;3;
Eigentlich hatten wir gedacht super passt Wunderbar .....zuerst! Meine Frau hat sich eine neue Hülle gekauft und drauf gemacht sah imm ersten moment klsse aus doch jetzt lösen sich die Ecken vom Panzerglas .Das Panzerglas ist top ohne Hülle.;3;
Bin sehr zufrieden Preis Leistung Top und er fällt optisch gut aus;3;
"Schon das zweite Telefon dieser Art. Schon beim ersten Telefon hatten wir häufig Probleme, dass das Telefon ""Reichweite"" anzeigt, obwohl man direkt neben der Basisstation steht, natürlich kann man dann nicht telefonieren. Das gleiche Problem haben wir mit dem neuen Modell wieder.";3;
Die Kette kam schnell an und war in gutem Zustand, jedoch ist eigentlich nur der Anhänger selbst in Ordnung da die Kette an sich nur billiger nylon mit kleinen Plastikkugeln war, weshalb wir die Kette ausgetauscht habe. Der Schriftzug war super, jedoch ist die Farbe Abgefärbt.;3;
Nicht für Frauen normaler Statur zu empfehlen.;3;
Hose ist viel zu groß, daher wurde sie direkt zurück geschickt. Aus diesem Grund nur 3 Sterne, weil sie sehr schnell geliefert worden ist. :-);3;
Für den preis kann Mann nicht viele erwarte, aber das Ratsch Schlüssel ist sehr schwach und sofort kaputt gegangen. Manche teile kann Mann nicht mit einander rein stecken weil sind nicht 100% genau. Koffer ist teilweise auch schlecht geform. Inhalt fällt sofort von platz weg;3;
Drei Sterne, da die Hose nicht so aussieht wie auf dem Foto. Bei mir ist das Gesäß schwarz. Ich habe die Hose in M bestellt. Bei 162 cm und 59 kg ist die etwas zu groß. Material ist soweit okay.;3;
Im groben und ganzen ist die MayDay CD ganz in Ordnung, was ich gerne vorher gewusst hätte ist, dass die drei CD`s in Musikrichtungen aufgeteilt sind. Heißt 1 CD Elektro / 2 CD Techno / 3 CD Hardstyle;3;
Produkt ist soweit ganz ok, Abzug nur da der Verbindungsaufbau nicht immer reibungslos und unkompliziert abläuft. Davon abgesehen, finde Ton, Lautstärke und Qualität im Verhältnis zum Preis sehr angemessen.;3;
Blusenkragen sieht schick aus. Jedoch ist er im Umfang sehr eng gehalten, sodass man ihn nur mit Hilfe wieder ausziehen kann.;3;
Sehr schnelle Lieferung und so bin ich auch zufrieden mit der Matratze ABER Ich musst sie draußen lüften und den Bezug hatte ich auch gewaschen dann war der Geruch aber auch noch nicht weg sehr schade;3;
Das Montage Spielzeugauto weckt das Interesse unseres 4 jährigen. Er schraubt gerne die Räder ab und wieder dran, oder macht das Reserve Rad drauf. Die orangenen Räder sind mit Muttern befestigt. Hier braucht man den Gabel/ringschlüssel. Leider ist das nur schwer zu bewerkstelligen, weil der Gabel/ringschlüssel nicht gekröpft ist. Die Muttern liegen etwas tiefer und man kommt mit dem Schlüssel nur schwer dran. Die Passgenauigkeit ist schlecht. Der Schraubenzieher ist da schon besser. Leider gehen die Einzelteile schnell verloren.;3;
Bilderrahmen billig verarbeitet das Preis-Leistungsverhältnis ist nicht wie erwünscht. Mein Bilderrahmen hat sehr viele Kratzer und leider sieht man die sehr gut. Der Versand war gut.;3;
Wirre Handlung, teilweise bekloppte Dialoge, unbefriedigende Auflösung. Eines der schwächeren Werke, und ich habe sie alle gelesen.;3;
Ich hatte das Kartenspiel Für einen JGA gekauft. Die Karten sind schon witzig, aber ich dachte da sind mehr Aktionen ohne fremde Personen drin. Leider passt das Spiel nicht zu meiner Braut, ansonsten super.;3;
Anbringung ist einfach, blasenfreie Montage problemlos. Keine Qualitätseinbußen bei den Fotos sichtbar. Leider bleibt der Kameraschutz nicht in Position, rutscht auf der Kameralinse hin und her. Das ist doof.;3;
Das Gerät ist gut und kam schnell! Aber der Verteiler und der Wender fehlten schade!;3;
Geruch ist ganz okay etwas süßlich, doch man merkt schon die kräftige Alkoholnote die im Geschmack bestätigt wird. Sollte man nur mit Eis/Wasser oder zum mixen trinken. Pur geht gar nicht.;3;
Die Farbe wäscht sich schnell aus;3;
Fällt nach 3 Jahren einfach auseinander.;3;
Xelashop hat mir aufgrund meiner Bewertung kostenlos einen zweiten Artikel zugesendet, den sie laut eigener Aussage auf meine Kritikpunkte überprüft haben. Natürlich ist dieser in der Verarbeitung nicht besser, oder ändert etwas an meiner vorherigen Bewertung, jedoch setze ich einen Stern oben drauf für den Kundenservice. ****Für den Preis sehr schlecht verarbeitet***** Ich habe zwar kein Wunder erwartet, aber Scharfe Kanten müssen nicht sein. Zudem verkantet sich der Deckel wenn man Cocktail darin mixen will.;3;
Mit Streu nicht mehr zu bewegen, sonst alles gut;3;
Das Kabel sitzt etwas lockerer als das Original-Kabel von Huawei für mein Huawei P10 Plus. während man mit dem handy tippt/spielt, lockert es sich ab und zu und lädt dann nicht mehr. wenn man das kabel allerdings einsteckt und still hinlegt, funktioniert es einwandfrei;3;
Tolles Design. Leider kam die Lampe verschmutzt an. Die Verschmutzung muss wohl beim Produzieren entstanden sein, da diese unter dem Stoff ist. Leider ist mir das erst dann aufgefallen, wenn der Handwerker zum Anbringen bereits da war. Da ich bereits seine Anfahrt bezahlt habe und endlich diese Sache erledigt haben wollte, habe ich die Verschmutzung nun in Kauf genommen. Das Anbringen war eine Katastrophe.;3;
Guter Hoffnung habe ich es gekauft. Es hält eine Stunde. Mit vaseline hält es länger. Ich bin nicht von diesem Produkt überzeugt. Es ist ok aber nicht das was ich suchte. Es landet mal wieder im Müll. Die beste Alternative ist doch eine Hose.;3;
Für den Preis, ist das Buch in Ordnung... könnte besser sein.;3;
"Ich würde gerne 3,5 Sterne geben wollen, weil mir 4 gefühlt zu viel sind - also werden es stattdessen drei. Das Set ist für den Preis in Ordnung. Die Bits sind natürlich nicht aus CV, sie werden über kurz oder lang verschleißen und beginnen durch zu rutschen - aber hey; bei dem Preis. Das Aufbewahrungsmäppchen das mitgeliefert wird ist allerdings eine Farce, da nicht vollständig geschlossen. Einzelne Bits könnten rausfallen und verloren gehen. Ein Punkt Abzug. Die Halterung der Bits ist hakelig, nicht zuverlässig, komische Methode, die mittels ""Einklinken"" an das Mäppchen ""zu heften"". Die Bits lassen sich so auch nicht einfach so rausnehmen. Mit der Zeit und etwas Übung geht das aber vermutlich immer besser - trotzdem hier ein Punkt Abzug. Der halbe Punkt kommt wieder drauf weil wirklich alle Größen, auch die wirklich kleinen, dabei sind. Fazit: man macht bei dem Produkt nichts falsch, wenn man es kauft.";3;
Der Cadrim Tierhaarschneider liegt gut in der Hand, das Messer ist scharf und Schnittbreite und Aufsätze sind für unseren etwa kniehohen langhaarigen Mischling ohne Unterfell ausreichend. Der Motor läuft sehr schön leise und brummt nicht so laut wie andere Geräte. Für ängstliche Tiere ist das sehr gut. Die Power des Akku lässt aber zu wünschen übrig, ebenso die Anleitung. Es ist nicht so klar beschrieben, wie lange der Ladevorgang denn nun dauern soll und eine echte Ladeanzeige gibt es auch nicht. Ich will nicht wissen, was da an Akku verbaut ist und ob das Ding einen Überspannungsschutz hat oder einfach irgendwann mal explodiert. :-) Zum Glück kann man auch mit Kabel arbeiten. Für Tiere mit viel Fell oder starkem Unterfell braucht man vielleicht etwas mit mehr Power. Ansonsten gut.;3;
Leider sehr billig haben es zurück versendet und ohne Probleme wurde es zurück genommen.;3;
Ist leider nicht so stabil wie ich dachte;3;
Die Bücher sind sehr gut geschrieben ,jedoch muss man alle 4 Bücher lesen da sie nicht in sich abgeschlossen sind! Das ist ärgerlich , da sie es auch in einem Buch hätte schreiben können , da sie recht kurz sind;3;
- komischer Schnitt... - sehr sehr lange Arme (oder sind meine zu schmal?) - Pullover ist vom Stoff wie ein Polohemd (sehr weich und angenehm) - in der Größe L bei 1.80m und 78 kg macht er keine gute Form;3;
Das Bild ist sehr schön und so, wie ich es mir vorgestellt habe. Leider decken die meisten der Farben auch nach mehrmaligem Übermalen nicht.;3;
Für den niedrigen Preis ist das Set als Einsteigermodell in Ordnung.Handpumpe anstrengend aber für kurzen Einsatz zu empfehlen.Schneller Versand , empfehlenswert.;3;
Nicht schlecht habe aber schon bessere Sachen bei Tupperware gekauft. Deckel explodiert immer in der Mikrowelle;3;
Is dafür geeignet. jedoch bekomm ich die teile einfach nicht auseinander trotz der Folie dazwischen. Dann hab ich schon keine Lust mehr :/;3;
Technisch gibt es nichts auszusetzen. Aber das Design ist doch gewöhnungsbedürftig und wirkt etwas klobig.;3;
Die Hose an sich sieht super schön aus und passt gut. Farbe gefällt mir auch sehr gut. Allerdings ein großes Mango ist, dass die Hose furchtbar abfärbt. Bei jedem mal mit den Finger Nägeln dran kommen werden diese blau ...;3;
Ich habe die LED seit 3 Wochen jetzt im Gebrauch, und eines Morgens schalte ich das Licht an und es gab ein lauten knall, die Sicherung ist raus geflogen und die Lampe geht nicht mehr die andern funktionieren noch. Die Lampe hat sich vom Gehäuse getrennt. Erwarte eine Entscheidung für LED. Mit freundlichen Grüßen André Bausch;3;
Ich muss sagen, das Brett war größer als ich erwartet habe. So leicht ist das Ding leider auch nicht. Es steht jedoch sehr robust, nur ist meiner Meinung nach die Oberfläche zum Bügeln zu dünn. Ich habe mir noch einen Schutz drüber gekauft.;3;
gekauft Juli 2015 - zum Anfang super tolle Maschine, toller Milchschaum, für alle Pads tauglich, auch die Entkalkung - bis vor gut einem viertel Jahr (Ende 2017) - die Maschine meckert das angeblich kein Wasser im Tank, obwohl der Tank voll ist - also Tank raus wieder rein (manchmal mehrmals) und der Kaffee läuft endlich. Nur die Entkalkung funktioniert dadurch nicht mehr einwandfrei. Aber wenn`s läuft - lecker.;3;
Die Führungen an sich schon ok und sind auch unauffällig. Die Klebepads sind nicht für Tapete geeignet. Sie kleben erst wunderbar, zieht man dann aber das Kabel durch, lösen sich die Teile innerhalb kürzester Zeit. Ich habe die Plastikteilchen mit der Heißklebepistole angepappt und jetzt halten sie auch.;3;
Der Sauger zieht kaum einen Hering vom Teller wie man so sagt. Auf glatten Böden schafft er Krümel und Flusen usw. man muss aber ständig leeren und das Gehäuse wird ziemlich heiß an der Hand. Auf einem Teppich auch wenn nur kurzflorig hört es auf, nichtmal eine Fußmatte schafft der Sauger. Aber ich hoffe für das bisschen Wohnwagen wird es reichen.;3;
ich finde Sie nach mittlerweile 1 Jahr eher schäbig.... natürlich handelt es sich nicht um echtes Leder, daher platzten von der Oberfläche zunehmend Partikel ab. Wer es schick haben möchte muss die Hülle halt regelmäßig erneuern, oder greift zu einer Echtlederhülle.;3;
Optisch total schön, Kästchen haben kein Gewicht, deshalb etwas instabil.;3;
Die Bandagen sind gut, aber..... Ich habe sie mir in 3xl bestellt, weil meine Beine dicker sind. War auch ok, doch sind sie leider zu lang so das ich sie nicht hoch genug ziehen konnte. Geholfen haben sie ohne Beanstandungen. Ich muss sie nur leider zurückschicken.;3;
Sehr Robust, hält sich gut in der Hand und eine gute Qualität. Leider mag sie mein Hund nicht;3;
Die Stoffe sind gut verarbeitet. Sehr begeistert bin ich von den Überzügen für die Spiegel! Die sehen sehr gut aus, und sind auch hochwertig verarbeitet. Sie verlieren auch nicht an Farbkraft, wenn sie über den Spiegel gezogen sind. Also 5 Sterne für die Überzüge. Nicht so begeistert bin ich von den Fahnen. Ich bin bis jetzt nie schneller als 50 km/h gefahren und trotz des Clips an der Fahne ist mir eine Fahne während der Fahrt abgerutscht. Leider habe ich das nicht bemerkt, wodurch ich jetzt nach 2 Tagen von dem 4er Set nurnoch 3 Teile habe. Sehr schade. Dafür nur 1 Stern für die Flaggen, denn die beste Verarbeitung des Stoffes nützt nix, wenn dir die Flaggen nach 3 km einfach abrutschen. Bitte verbessern Sie die Halterung für den Stoff der Fahne.;3;
Allgemein bin ich zufrieden mit dem Artikel. Leicht aufzubauen , das Material ist sehr dicht . Nur es ist für Erwachsene einbisschen kurz.;3;
leider in der Sonne etwas verblichen,aber trotzdem noch schön;3;
Die Seife ist auf jeden fall gut, aber ist keine Olivenöl Seife ! Der Inhalt sind mehrere Öle wie Kokos Öl und Sonnenblumen Öl. Bin deswegen etwas enttäuscht;3;
Mit aussentemperatur Anzeige Top. Teilweise auf weckfunktion nicht immer verlass;3;
Aber: Wie schon einige beschrieben haben, beim Einschalten plärrt das Gerät in einer sehr hohen Lautstärke los und teilt mit das eine Verbindung besteht. Schon etwas unglücklich wenn man früh Morgens die Familie dadurch weckt. Ansonsten: Für den Preis vollkommen akzeptabel bis gut. Mit dem Licht schon ganz nett, aber als Nachtlicht nicht so gut wenn es unkontrolliert sehr laut antwortet.;3;
Auf dauer ist das Spiel etwas eintönig, da man in der Spielweise keinen großen Spielraum / neue Möglichkeiten hat. Optisch sehr gut gelungen und die Welten sehen aus, wie im Film;3;
Ansich ist es ein super Teil. Es mischt super & schnell. Angekommen ist es durch Prime auch super schnell. Nur leider sieht es aus wie schon gebraucht, leider viele Kratzer und trotz Tüte eingestaubt. Neu ist es definitiv nicht.;3;
Leider ist die Leistung etwas zu schwach.;3;
Ich finde der Chai schmeckt klasse! Er ist leicht anzurühren. Leider habe ich immer Stückchen im Tee die sich nicht auflösen lassen. Und ich war enttäucht das die dose nur zu knapp 2/3 voll ist.;3;
Kein halbes Jahr alt und der Handgriff spuckt Wasser in alle Himmelsrichtungen... Links und rechts am Handgriff, die Naht vom Plastik zum Gummi da sabbert das Ding wie eine Bulldogge;3;
Einer von 5 Sticks hatte Daten darauf, vermutlich schon benutzt, war auch nach kurzer Zeit defekt. Die restlichen funktionieren noch. Die Übertragungsrate passt zu USB 2.0. Glaube nicht, dass ich diese nochmal kaufen würde.;3;
Ich denke sie erfüllen ihren Zweck, nur hat man sich bei der Bestellung etwas vertan im Set. Ich habe nur weiss bekommen und in kleinerer Stückzahl.??;3;
Sehr schöne Uhr, die Qualität lässt aber Wünsche offen. Das Zifferblatt lässt sich um das Uhrwerk drehen. Somit kann die Uhrzeit möglicherweise ungenau sein. Aber für den Preis ist das in Ordnung.;3;
Schnelle und Pünktliche Lieferung. Produkt war wie bestellt und funktionierte einwandfrei. An der Farbe und Funktionalität ist nichts aus zu setzen.;3;
Naja sehr unsicheres Gefühl beim Aufbau ob das überhaupt hält und dann als ich fertig war ganz ok also preis Leistung ok;3;
